id,latitude,longitude,crime_type,date,severity
2246,-12.050765,-77.024531,Robo,2023-11-18 15:24:29.291+00,5
2247,-12.053449,-77.093708,Asalto,2024-03-25 15:24:29.291+00,5
2248,-12.093042,-77.026993,Homicidio,2024-08-02 15:24:29.291+00,7
2249,-12.084428,-77.062750,Secuestro,2024-05-05 15:24:29.291+00,4
2250,-12.045550,-77.078623,Asalto,2023-10-29 15:24:29.291+00,9
2251,-12.019840,-77.090421,Robo,2023-11-11 15:24:29.291+00,2
2252,-12.079949,-77.066453,Robo,2024-05-28 15:24:29.291+00,3
2253,-12.064557,-77.091549,Homicidio,2024-06-18 15:24:29.291+00,3
2254,-12.018430,-77.081407,Robo,2024-04-15 15:24:29.291+00,7
2255,-12.032108,-77.019321,Agresión Sexual,2024-01-23 15:24:29.291+00,10
2256,-12.077172,-77.035731,Robo,2024-01-15 15:24:29.291+00,6
2257,-12.003350,-77.039785,Agresión Sexual,2024-09-01 15:24:29.291+00,5
2258,-12.080325,-77.011696,Secuestro,2024-03-10 15:24:29.291+00,9
2259,-12.016954,-77.073352,Robo,2023-11-23 15:24:29.291+00,4
2260,-12.075508,-77.060493,Robo,2024-05-29 15:24:29.291+00,7
2261,-12.022042,-77.090734,Secuestro,2024-04-29 15:24:29.291+00,8
2262,-12.073623,-77.014791,Robo,2024-08-03 15:24:29.291+00,10
2263,-12.024038,-77.047843,Robo,2023-12-08 15:24:29.291+00,10
2264,-12.062170,-77.027623,Homicidio,2024-07-13 15:24:29.291+00,10
2265,-12.029308,-77.068751,Asalto,2023-10-12 15:24:29.291+00,1
2266,-12.098431,-77.027673,Robo,2024-08-05 15:24:29.291+00,10
2267,-12.051290,-77.004467,Secuestro,2024-05-23 15:24:29.291+00,10
2268,-12.090265,-77.031250,Secuestro,2024-05-27 15:24:29.291+00,3
2269,-12.096491,-77.047067,Robo,2024-03-22 15:24:29.291+00,2
2270,-12.089441,-77.056509,Asalto,2023-10-18 15:24:29.291+00,3
2271,-12.087470,-77.039512,Agresión Sexual,2023-12-08 15:24:29.291+00,4
2272,-12.014039,-77.006232,Robo,2024-03-14 15:24:29.291+00,8
2273,-12.023752,-77.055224,Secuestro,2024-02-27 15:24:29.291+00,5
2274,-12.018648,-77.067618,Secuestro,2023-12-03 15:24:29.291+00,4
2275,-12.088879,-77.019866,Robo,2024-03-15 15:24:29.291+00,3
2276,-12.007291,-77.023566,Robo,2023-11-19 15:24:29.291+00,10
2277,-12.083971,-77.038965,Robo,2024-05-20 15:24:29.291+00,1
2278,-12.012687,-77.032429,Robo,2024-06-06 15:24:29.291+00,1
2279,-12.038878,-77.048354,Homicidio,2024-08-22 15:24:29.291+00,1
2280,-12.042776,-77.072650,Robo,2024-06-28 15:24:29.291+00,10
2281,-12.089513,-77.034867,Robo,2024-04-05 15:24:29.291+00,8
2282,-12.014589,-77.019250,Robo,2024-08-18 15:24:29.291+00,1
2283,-12.050644,-77.083106,Robo,2024-08-18 15:24:29.291+00,3
2284,-12.064413,-77.061923,Secuestro,2024-04-26 15:24:29.291+00,10
2285,-12.082602,-77.075621,Asalto,2024-04-13 15:24:29.291+00,6
2286,-12.097649,-77.005888,Agresión Sexual,2024-03-14 15:24:29.291+00,1
2287,-12.037549,-77.018086,Homicidio,2023-09-27 15:24:29.291+00,3
2288,-12.069676,-77.028341,Asalto,2024-07-28 15:24:29.291+00,4
2289,-12.085291,-77.059074,Secuestro,2024-09-03 15:24:29.291+00,1
2290,-12.074671,-77.062060,Agresión Sexual,2024-04-18 15:24:29.291+00,10
2291,-12.074423,-77.011617,Secuestro,2024-04-15 15:24:29.291+00,9
2292,-12.098783,-77.050611,Robo,2024-04-04 15:24:29.291+00,10
2293,-12.064352,-77.045212,Asalto,2024-05-14 15:24:29.291+00,2
2294,-12.083999,-77.064874,Robo,2023-11-25 15:24:29.291+00,4
2295,-12.069398,-77.027163,Secuestro,2024-07-17 15:24:29.291+00,3
2296,-12.072154,-77.082224,Secuestro,2023-12-23 15:24:29.291+00,6
2297,-12.029028,-77.039980,Secuestro,2023-11-08 15:24:29.291+00,9
2298,-12.011557,-77.015422,Robo,2024-04-09 15:24:29.291+00,2
2299,-12.067435,-77.022945,Robo,2023-09-30 15:24:29.291+00,9
2300,-12.052213,-77.081114,Homicidio,2024-02-20 15:24:29.291+00,1
2301,-12.046623,-77.076706,Secuestro,2023-10-14 15:24:29.291+00,3
2302,-12.030822,-77.044292,Homicidio,2024-01-22 15:24:29.291+00,1
2303,-12.032422,-77.067645,Robo,2024-08-04 15:24:29.291+00,4
2304,-12.020648,-77.003589,Agresión Sexual,2024-05-04 15:24:29.291+00,7
2305,-12.003868,-77.098598,Secuestro,2024-09-04 15:24:29.291+00,5
2306,-12.062748,-77.050233,Secuestro,2024-02-11 15:24:29.291+00,6
2307,-12.015362,-77.077381,Robo,2024-03-19 15:24:29.291+00,7
2308,-12.062663,-77.031751,Robo,2024-07-26 15:24:29.291+00,3
2309,-12.029541,-77.001772,Homicidio,2023-09-23 15:24:29.291+00,1
2310,-12.060533,-77.090388,Asalto,2023-10-04 15:24:29.291+00,5
2311,-12.035580,-77.019643,Asalto,2024-03-13 15:24:29.291+00,7
2312,-12.096656,-77.057311,Secuestro,2023-09-24 15:24:29.291+00,4
2313,-12.097418,-77.066537,Robo,2024-05-14 15:24:29.291+00,9
2314,-12.029923,-77.009509,Secuestro,2024-08-25 15:24:29.291+00,1
2315,-12.002120,-77.011221,Homicidio,2024-08-31 15:24:29.291+00,1
2316,-12.076299,-77.007164,Robo,2024-08-29 15:24:29.291+00,10
2317,-12.072156,-77.039561,Robo,2024-05-26 15:24:29.291+00,4
2318,-12.037052,-77.052854,Robo,2024-09-12 15:24:29.291+00,1
2319,-12.039204,-77.098246,Robo,2024-05-07 15:24:29.291+00,2
2320,-12.018686,-77.066810,Agresión Sexual,2024-06-09 15:24:29.291+00,1
2321,-12.086587,-77.067349,Agresión Sexual,2023-12-12 15:24:29.291+00,9
2322,-12.010368,-77.003102,Asalto,2024-06-15 15:24:29.291+00,3
2323,-12.080034,-77.003016,Robo,2024-01-30 15:24:29.291+00,2
2324,-12.063447,-77.070109,Robo,2024-03-02 15:24:29.291+00,9
2325,-12.011435,-77.045651,Robo,2024-08-17 15:24:29.291+00,2
2326,-12.026758,-77.059821,Robo,2024-04-28 15:24:29.291+00,8
2327,-12.024756,-77.059706,Homicidio,2023-12-14 15:24:29.291+00,6
2328,-12.047136,-77.060100,Secuestro,2023-10-01 15:24:29.291+00,3
2329,-12.063316,-77.065144,Robo,2024-01-17 15:24:29.291+00,10
2330,-12.023296,-77.015330,Robo,2024-06-30 15:24:29.291+00,6
2331,-12.030448,-77.044178,Homicidio,2024-08-24 15:24:29.291+00,4
2332,-12.079961,-77.098794,Asalto,2024-02-20 15:24:29.291+00,8
2333,-12.009660,-77.087092,Asalto,2024-07-31 15:24:29.291+00,6
2334,-12.053998,-77.067964,Robo,2024-07-09 15:24:29.291+00,10
2335,-12.022194,-77.037019,Homicidio,2024-04-30 15:24:29.291+00,1
2336,-12.083076,-77.086761,Robo,2024-02-24 15:24:29.291+00,4
2337,-12.031597,-77.064834,Robo,2024-08-11 15:24:29.291+00,8
2338,-12.034578,-77.051879,Robo,2024-04-01 15:24:29.291+00,1
2339,-12.008424,-77.083949,Secuestro,2024-07-10 15:24:29.291+00,3
2340,-12.097780,-77.004609,Secuestro,2024-03-06 15:24:29.291+00,2
2341,-12.096136,-77.069742,Robo,2024-04-26 15:24:29.291+00,9
2342,-12.030785,-77.070763,Asalto,2024-05-30 15:24:29.291+00,1
2343,-12.062736,-77.024196,Secuestro,2024-04-17 15:24:29.291+00,8
2344,-12.013223,-77.044821,Secuestro,2024-02-08 15:24:29.291+00,5
2345,-12.098750,-77.085923,Secuestro,2023-12-13 15:24:29.291+00,4
2346,-12.024212,-77.079498,Robo,2024-03-12 15:24:29.291+00,7
2347,-12.001040,-77.099054,Robo,2024-03-24 15:24:29.291+00,3
2348,-12.086817,-77.000168,Robo,2024-08-25 15:24:29.291+00,4
2349,-12.031756,-77.097832,Asalto,2023-12-23 15:24:29.291+00,3
2350,-12.073230,-77.067625,Robo,2023-10-20 15:24:29.291+00,10
2351,-12.017419,-77.064067,Robo,2024-08-18 15:24:29.291+00,9
2352,-12.035379,-77.083934,Robo,2024-02-22 15:24:29.291+00,9
2353,-12.027506,-77.061880,Robo,2023-10-05 15:24:29.291+00,4
2354,-12.056998,-77.088155,Homicidio,2023-11-06 15:24:29.291+00,7
2355,-12.056315,-77.010521,Asalto,2023-11-05 15:24:29.291+00,5
2356,-12.026623,-77.092633,Robo,2024-08-30 15:24:29.291+00,6
2357,-12.075275,-77.005319,Robo,2024-09-18 15:24:29.291+00,3
2358,-12.076452,-77.090425,Homicidio,2023-12-12 15:24:29.291+00,3
2359,-12.033447,-77.037200,Secuestro,2024-04-20 15:24:29.291+00,10
2360,-12.003388,-77.071928,Robo,2024-09-11 15:24:29.291+00,7
2361,-12.008248,-77.094122,Robo,2024-01-24 15:24:29.291+00,2
2362,-12.078398,-77.051078,Agresión Sexual,2023-11-24 15:24:29.291+00,2
2363,-12.063244,-77.048554,Robo,2024-03-09 15:24:29.291+00,10
2364,-12.026708,-77.049612,Secuestro,2024-01-09 15:24:29.291+00,8
2365,-12.069960,-77.052487,Homicidio,2023-09-24 15:24:29.291+00,8
2366,-12.074904,-77.094122,Robo,2024-02-26 15:24:29.291+00,7
2367,-12.075686,-77.053226,Robo,2023-10-12 15:24:29.291+00,10
2368,-12.060300,-77.094180,Robo,2023-10-27 15:24:29.291+00,5
2369,-12.044227,-77.086456,Robo,2024-01-11 15:24:29.291+00,3
2370,-12.045318,-77.098427,Robo,2023-09-28 15:24:29.291+00,7
2371,-12.003455,-77.037043,Agresión Sexual,2023-10-01 15:24:29.291+00,2
2372,-12.023270,-77.025545,Agresión Sexual,2024-03-04 15:24:29.291+00,9
2373,-12.086980,-77.035824,Homicidio,2023-11-17 15:24:29.291+00,5
2374,-12.068075,-77.094954,Robo,2023-09-23 15:24:29.291+00,10
2375,-12.053027,-77.058307,Robo,2024-01-01 15:24:29.291+00,4
2376,-12.028149,-77.034632,Secuestro,2024-01-13 15:24:29.291+00,3
2377,-12.020340,-77.028724,Agresión Sexual,2023-11-07 15:24:29.291+00,2
2378,-12.063882,-77.005226,Robo,2023-10-06 15:24:29.291+00,6
2379,-12.009488,-77.079202,Robo,2024-03-03 15:24:29.291+00,3
2380,-12.071822,-77.084097,Robo,2024-04-11 15:24:29.291+00,9
2381,-12.050570,-77.009912,Agresión Sexual,2023-11-10 15:24:29.291+00,9
2382,-12.099072,-77.076029,Robo,2023-12-15 15:24:29.291+00,2
2383,-12.091597,-77.025133,Robo,2024-06-09 15:24:29.291+00,9
2384,-12.010614,-77.050628,Agresión Sexual,2024-02-18 15:24:29.291+00,2
2385,-12.055473,-77.042467,Robo,2024-01-14 15:24:29.291+00,4
2386,-12.058811,-77.095538,Robo,2024-04-22 15:24:29.291+00,8
2387,-12.011038,-77.016577,Agresión Sexual,2024-01-12 15:24:29.291+00,7
2388,-12.097779,-77.079237,Robo,2023-10-28 15:24:29.291+00,7
2389,-12.074964,-77.052625,Robo,2024-01-12 15:24:29.291+00,5
2390,-12.014416,-77.056108,Secuestro,2024-05-28 15:24:29.291+00,8
2391,-12.059583,-77.037251,Robo,2023-12-29 15:24:29.291+00,1
2392,-12.046706,-77.037504,Agresión Sexual,2024-08-07 15:24:29.291+00,4
2393,-12.073066,-77.034551,Robo,2024-06-14 15:24:29.291+00,9
2394,-12.025873,-77.085147,Robo,2024-02-27 15:24:29.291+00,1
2395,-12.078427,-77.017874,Homicidio,2023-11-09 15:24:29.291+00,6
2396,-12.027451,-77.031678,Robo,2024-02-08 15:24:29.291+00,7
2397,-12.001229,-77.030372,Asalto,2024-08-01 15:24:29.291+00,9
2398,-12.076537,-77.066731,Homicidio,2024-02-24 15:24:29.291+00,9
2399,-12.068945,-77.020348,Robo,2024-04-10 15:24:29.291+00,10
2400,-12.034535,-77.074496,Robo,2024-07-27 15:24:29.291+00,3
2401,-12.026294,-77.001533,Asalto,2024-06-04 15:24:29.291+00,3
2402,-12.079668,-77.086766,Robo,2024-01-19 15:24:29.291+00,9
2403,-12.004569,-77.076731,Robo,2024-08-14 15:24:29.291+00,4
2404,-12.011216,-77.021107,Robo,2024-07-29 15:24:29.291+00,5
2405,-12.042782,-77.082593,Homicidio,2024-04-15 15:24:29.291+00,1
2406,-12.017240,-77.069309,Secuestro,2024-04-01 15:24:29.291+00,10
2407,-12.042362,-77.032452,Homicidio,2023-09-26 15:24:29.291+00,5
2408,-12.042897,-77.030337,Homicidio,2024-06-09 15:24:29.291+00,1
2409,-12.009891,-77.028781,Robo,2024-07-29 15:24:29.291+00,10
2410,-12.072767,-77.043007,Homicidio,2024-06-07 15:24:29.291+00,7
2411,-12.099260,-77.047960,Asalto,2024-03-15 15:24:29.291+00,8
2412,-12.054189,-77.009111,Robo,2024-03-29 15:24:29.291+00,1
2413,-12.033495,-77.079490,Robo,2024-04-08 15:24:29.291+00,9
2414,-12.065093,-77.036053,Robo,2024-03-19 15:24:29.291+00,9
2415,-12.004755,-77.071007,Agresión Sexual,2024-07-16 15:24:29.291+00,9
2416,-12.024806,-77.021916,Robo,2023-12-12 15:24:29.291+00,6
2417,-12.030808,-77.039990,Robo,2024-08-10 15:24:29.291+00,3
2418,-12.018512,-77.051144,Robo,2024-01-03 15:24:29.291+00,6
2419,-12.081120,-77.008234,Asalto,2024-06-14 15:24:29.291+00,3
2420,-12.020115,-77.064957,Agresión Sexual,2023-12-22 15:24:29.291+00,6
2421,-12.060294,-77.093604,Robo,2024-05-01 15:24:29.291+00,10
2422,-12.087610,-77.015479,Robo,2024-07-18 15:24:29.291+00,8
2423,-12.002766,-77.058297,Robo,2024-06-30 15:24:29.291+00,2
2424,-12.051333,-77.024930,Robo,2024-07-12 15:24:29.291+00,4
2425,-12.087082,-77.056720,Robo,2024-05-09 15:24:29.291+00,2
2426,-12.016616,-77.066503,Homicidio,2024-06-07 15:24:29.291+00,9
2427,-12.014184,-77.048615,Secuestro,2024-03-16 15:24:29.291+00,7
2428,-12.001904,-77.040107,Robo,2023-12-03 15:24:29.291+00,3
2429,-12.080990,-77.006334,Agresión Sexual,2024-03-05 15:24:29.291+00,1
2430,-12.030339,-77.023281,Homicidio,2024-08-12 15:24:29.291+00,1
2431,-12.097924,-77.093256,Homicidio,2024-05-04 15:24:29.291+00,6
2432,-12.060307,-77.068201,Secuestro,2024-03-24 15:24:29.291+00,1
2433,-12.073335,-77.033853,Homicidio,2024-09-14 15:24:29.291+00,3
2434,-12.033999,-77.051939,Robo,2024-02-24 15:24:29.291+00,9
2435,-12.031115,-77.007029,Secuestro,2024-03-18 15:24:29.291+00,1
2436,-12.085179,-77.082335,Robo,2024-05-07 15:24:29.291+00,10
2437,-12.056407,-77.011986,Robo,2023-09-30 15:24:29.291+00,4
2438,-12.090309,-77.032501,Robo,2024-03-17 15:24:29.291+00,6
2439,-12.060699,-77.093532,Robo,2024-01-08 15:24:29.291+00,2
2440,-12.026753,-77.065252,Robo,2024-01-20 15:24:29.291+00,1
2441,-12.097364,-77.020313,Robo,2023-11-27 15:24:29.291+00,1
2442,-12.089510,-77.068311,Agresión Sexual,2024-06-28 15:24:29.291+00,10
2443,-12.042332,-77.015335,Secuestro,2024-04-02 15:24:29.291+00,4
2444,-12.050028,-77.054302,Homicidio,2024-03-02 15:24:29.291+00,1
2445,-12.021876,-77.068121,Robo,2023-11-06 15:24:29.291+00,4
2446,-12.038090,-77.072976,Secuestro,2024-07-29 15:24:29.291+00,10
2447,-12.074384,-77.004535,Robo,2023-10-31 15:24:29.291+00,6
2448,-12.087652,-77.058772,Secuestro,2023-11-07 15:24:29.291+00,5
2449,-12.029109,-77.007145,Agresión Sexual,2024-03-08 15:24:29.291+00,9
2450,-12.045810,-77.033549,Agresión Sexual,2023-11-27 15:24:29.291+00,4
2451,-12.071938,-77.000980,Robo,2024-07-10 15:24:29.291+00,2
2452,-12.074701,-77.063654,Robo,2024-02-22 15:24:29.291+00,5
2453,-12.062112,-77.088267,Robo,2024-02-22 15:24:29.291+00,5
2454,-12.068385,-77.083500,Asalto,2024-06-24 15:24:29.291+00,8
2455,-12.068284,-77.046329,Robo,2024-05-11 15:24:29.291+00,10
2456,-12.010345,-77.000080,Asalto,2024-08-22 15:24:29.291+00,7
2457,-12.016788,-77.094102,Robo,2024-07-26 15:24:29.291+00,3
2458,-12.091307,-77.079168,Robo,2024-04-17 15:24:29.291+00,1
2459,-12.076309,-77.004171,Robo,2024-04-10 15:24:29.291+00,1
2460,-12.001165,-77.013596,Robo,2024-04-27 15:24:29.291+00,1
2461,-12.047591,-77.017027,Robo,2024-03-04 15:24:29.291+00,4
2462,-12.011824,-77.097157,Robo,2024-07-29 15:24:29.291+00,6
2463,-12.072456,-77.023739,Robo,2024-09-18 15:24:29.291+00,7
2464,-12.073835,-77.073776,Robo,2023-12-05 15:24:29.291+00,10
2465,-12.009561,-77.099245,Robo,2024-05-06 15:24:29.291+00,7
2466,-12.066248,-77.071120,Robo,2024-09-10 15:24:29.291+00,6
2467,-12.060609,-77.049110,Robo,2024-08-15 15:24:29.291+00,3
2468,-12.004203,-77.064298,Homicidio,2024-03-27 15:24:29.291+00,5
2469,-12.069036,-77.064889,Agresión Sexual,2024-08-30 15:24:29.291+00,2
2470,-12.057711,-77.043498,Robo,2023-10-07 15:24:29.291+00,5
2471,-12.043730,-77.043750,Robo,2024-05-13 15:24:29.291+00,6
2472,-12.005848,-77.043183,Robo,2023-12-21 15:24:29.291+00,4
2473,-12.065738,-77.012829,Robo,2024-08-15 15:24:29.291+00,5
2474,-12.042799,-77.077723,Robo,2024-07-22 15:24:29.291+00,5
2475,-12.018199,-77.057200,Robo,2024-03-11 15:24:29.291+00,9
2476,-12.062383,-77.091311,Secuestro,2023-12-30 15:24:29.291+00,9
2477,-12.007157,-77.012038,Asalto,2024-05-20 15:24:29.291+00,5
2478,-12.087407,-77.053880,Robo,2023-12-10 15:24:29.291+00,5
2479,-12.083601,-77.048947,Secuestro,2024-02-08 15:24:29.291+00,6
2480,-12.000984,-77.009190,Homicidio,2023-11-12 15:24:29.291+00,8
2481,-12.090820,-77.038198,Robo,2024-08-11 15:24:29.291+00,4
2482,-12.073489,-77.076266,Secuestro,2024-06-01 15:24:29.291+00,9
2483,-12.080028,-77.021151,Robo,2024-03-05 15:24:29.291+00,8
2484,-12.022351,-77.041008,Robo,2024-03-19 15:24:29.291+00,1
2485,-12.006609,-77.052844,Homicidio,2024-07-07 15:24:29.291+00,5
2486,-12.067768,-77.041720,Secuestro,2024-05-13 15:24:29.291+00,3
2487,-12.061714,-77.004845,Robo,2023-12-15 15:24:29.291+00,6
2488,-12.053257,-77.080050,Agresión Sexual,2024-07-18 15:24:29.291+00,5
2489,-12.057620,-77.032301,Agresión Sexual,2024-03-02 15:24:29.291+00,7
2490,-12.023390,-77.016145,Robo,2023-12-06 15:24:29.291+00,7
2491,-12.007364,-77.051404,Robo,2023-12-21 15:24:29.291+00,7
2492,-12.049291,-77.063228,Asalto,2024-08-11 15:24:29.291+00,3
2493,-12.011048,-77.090051,Agresión Sexual,2023-12-06 15:24:29.291+00,6
2494,-12.082224,-77.056111,Homicidio,2023-10-01 15:24:29.291+00,8
2495,-12.006084,-77.023499,Agresión Sexual,2023-11-06 15:24:29.291+00,7
2496,-12.093786,-77.014308,Homicidio,2023-11-11 15:24:29.291+00,2
2497,-12.037167,-77.004775,Robo,2024-07-07 15:24:29.291+00,1
2498,-12.043514,-77.002341,Robo,2024-06-22 15:24:29.291+00,8
2499,-12.073054,-77.002220,Robo,2023-10-30 15:24:29.291+00,1
2500,-12.069135,-77.054930,Robo,2024-04-17 15:24:29.291+00,1
2501,-12.040695,-77.037572,Robo,2024-05-20 15:24:29.291+00,10
2502,-12.092344,-77.059297,Robo,2024-02-22 15:24:29.291+00,6
2503,-12.055745,-77.024969,Robo,2024-07-16 15:24:29.291+00,10
2504,-12.053635,-77.000810,Robo,2024-04-19 15:24:29.291+00,4
2505,-12.068775,-77.069378,Asalto,2024-04-06 15:24:29.291+00,10
2506,-12.074677,-77.055899,Secuestro,2023-12-17 15:24:29.291+00,7
2507,-12.046594,-77.009269,Asalto,2024-04-29 15:24:29.291+00,10
2508,-12.033520,-77.006272,Robo,2023-12-24 15:24:29.291+00,2
2509,-12.019031,-77.026612,Homicidio,2024-03-19 15:24:29.291+00,1
2510,-12.044555,-77.060605,Agresión Sexual,2024-06-02 15:24:29.291+00,6
2511,-12.038994,-77.044276,Robo,2024-05-20 15:24:29.291+00,6
2512,-12.093351,-77.024282,Robo,2024-03-20 15:24:29.291+00,4
2513,-12.080392,-77.013533,Robo,2024-06-13 15:24:29.291+00,7
2514,-12.019994,-77.065371,Agresión Sexual,2023-11-21 15:24:29.291+00,3
2515,-12.059293,-77.035812,Robo,2024-02-01 15:24:29.291+00,4
2516,-12.050956,-77.087896,Robo,2024-06-02 15:24:29.291+00,5
2517,-12.058971,-77.062166,Robo,2024-03-20 15:24:29.291+00,7
2518,-12.094064,-77.032120,Robo,2023-11-16 15:24:29.291+00,10
2519,-12.027785,-77.025757,Robo,2024-08-29 15:24:29.291+00,6
2520,-12.070979,-77.000979,Robo,2024-02-05 15:24:29.291+00,3
2521,-12.032890,-77.017066,Agresión Sexual,2024-06-16 15:24:29.291+00,9
2522,-12.042676,-77.098682,Asalto,2023-11-04 15:24:29.291+00,5
2523,-12.043458,-77.024236,Homicidio,2023-11-02 15:24:29.291+00,1
2524,-12.068460,-77.053661,Robo,2023-09-26 15:24:29.291+00,5
2525,-12.072830,-77.057518,Secuestro,2023-10-10 15:24:29.291+00,2
2526,-12.085925,-77.037112,Homicidio,2024-05-28 15:24:29.291+00,6
2527,-12.012204,-77.099359,Robo,2024-04-16 15:24:29.291+00,7
2528,-12.008172,-77.091425,Agresión Sexual,2023-09-30 15:24:29.291+00,5
2529,-12.015770,-77.094833,Robo,2024-04-20 15:24:29.291+00,1
2530,-12.043473,-77.009886,Robo,2024-06-13 15:24:29.291+00,7
2531,-12.081811,-77.098168,Secuestro,2024-04-18 15:24:29.291+00,1
2532,-12.084428,-77.069601,Robo,2024-09-08 15:24:29.291+00,5
2533,-12.035444,-77.009636,Robo,2023-09-25 15:24:29.291+00,3
2534,-12.058109,-77.089859,Secuestro,2024-09-17 15:24:29.291+00,6
2535,-12.067964,-77.090668,Robo,2024-03-10 15:24:29.291+00,10
2536,-12.043447,-77.028448,Secuestro,2023-09-24 15:24:29.291+00,1
2537,-12.048248,-77.003292,Robo,2024-04-14 15:24:29.291+00,4
2538,-12.029030,-77.019456,Homicidio,2024-09-08 15:24:29.291+00,1
2539,-12.007305,-77.021229,Robo,2024-01-22 15:24:29.291+00,4
2540,-12.037294,-77.067953,Robo,2024-06-01 15:24:29.291+00,3
2541,-12.022915,-77.005317,Robo,2024-02-04 15:24:29.291+00,4
2542,-12.033240,-77.076134,Homicidio,2023-12-30 15:24:29.291+00,10
2543,-12.098552,-77.006411,Robo,2024-03-15 15:24:29.291+00,1
2544,-12.068739,-77.057515,Asalto,2024-01-18 15:24:29.291+00,4
2545,-12.022359,-77.085574,Robo,2023-12-18 15:24:29.291+00,5
2546,-12.063177,-77.088886,Robo,2024-01-04 15:24:29.291+00,5
2547,-12.084015,-77.051978,Secuestro,2023-11-11 15:24:29.291+00,7
2548,-12.040059,-77.018026,Robo,2023-10-21 15:24:29.291+00,6
2549,-12.096871,-77.055648,Robo,2024-07-10 15:24:29.291+00,9
2550,-12.048234,-77.065960,Agresión Sexual,2023-12-24 15:24:29.291+00,1
2551,-12.094615,-77.036059,Robo,2024-05-16 15:24:29.291+00,2
2552,-12.071755,-77.007506,Homicidio,2024-02-22 15:24:29.291+00,8
2553,-12.074428,-77.043569,Robo,2024-04-12 15:24:29.291+00,8
2554,-12.077005,-77.084053,Robo,2024-01-05 15:24:29.291+00,5
2555,-12.008941,-77.068809,Robo,2024-02-19 15:24:29.291+00,7
2556,-12.000908,-77.041874,Asalto,2024-08-26 15:24:29.291+00,2
2557,-12.057762,-77.043878,Asalto,2024-06-05 15:24:29.291+00,1
2558,-12.027247,-77.080236,Robo,2023-10-19 15:24:29.291+00,5
2559,-12.004975,-77.067326,Homicidio,2024-03-16 15:24:29.291+00,1
2560,-12.048696,-77.055248,Agresión Sexual,2024-03-22 15:24:29.291+00,5
2561,-12.097553,-77.076761,Robo,2024-07-30 15:24:29.291+00,3
2562,-12.096201,-77.047207,Homicidio,2024-07-07 15:24:29.291+00,6
2563,-12.078930,-77.046840,Robo,2023-10-05 15:24:29.291+00,4
2564,-12.066543,-77.020929,Robo,2023-10-20 15:24:29.291+00,5
2565,-12.088184,-77.062633,Robo,2024-06-28 15:24:29.291+00,7
2566,-12.077836,-77.095759,Robo,2023-12-20 15:24:29.291+00,7
2567,-12.016979,-77.062973,Robo,2023-11-06 15:24:29.291+00,8
2568,-12.063175,-77.041701,Homicidio,2023-11-29 15:24:29.291+00,2
2569,-12.075380,-77.033919,Robo,2024-06-12 15:24:29.291+00,10
2570,-12.051701,-77.024414,Homicidio,2024-07-05 15:24:29.291+00,7
2571,-12.018276,-77.082527,Asalto,2024-08-12 15:24:29.291+00,2
2572,-12.039487,-77.075846,Robo,2024-05-02 15:24:29.291+00,1
2573,-12.002477,-77.098650,Homicidio,2024-05-23 15:24:29.291+00,5
2574,-12.085998,-77.008205,Homicidio,2024-06-02 15:24:29.291+00,4
2575,-12.061959,-77.028593,Robo,2023-11-23 15:24:29.291+00,7
2576,-12.033356,-77.095436,Robo,2024-08-05 15:24:29.291+00,8
2577,-12.099986,-77.049612,Secuestro,2023-11-06 15:24:29.291+00,4
2578,-12.060531,-77.006680,Agresión Sexual,2024-01-10 15:24:29.291+00,4
2579,-12.028033,-77.055638,Robo,2024-09-13 15:24:29.291+00,8
2580,-12.006613,-77.059559,Asalto,2023-10-02 15:24:29.291+00,10
2581,-12.087020,-77.078223,Homicidio,2024-07-24 15:24:29.291+00,6
2582,-12.007449,-77.024730,Robo,2024-05-29 15:24:29.291+00,5
2583,-12.003065,-77.009045,Secuestro,2024-03-09 15:24:29.291+00,6
2584,-12.004440,-77.080368,Agresión Sexual,2023-12-10 15:24:29.291+00,5
2585,-12.037394,-77.090683,Robo,2024-08-25 15:24:29.291+00,6
2586,-12.089668,-77.080226,Agresión Sexual,2024-09-04 15:24:29.291+00,10
2587,-12.003743,-77.080190,Secuestro,2024-07-08 15:24:29.291+00,2
2588,-12.068000,-77.026920,Secuestro,2023-12-25 15:24:29.291+00,7
2589,-12.033411,-77.078734,Robo,2024-01-30 15:24:29.291+00,1
2590,-12.027820,-77.059183,Secuestro,2023-10-23 15:24:29.291+00,6
2591,-12.037682,-77.012560,Homicidio,2023-11-05 15:24:29.291+00,7
2592,-12.030730,-77.033813,Robo,2023-10-08 15:24:29.291+00,6
2593,-12.066513,-77.060473,Robo,2024-03-29 15:24:29.291+00,7
2594,-12.013109,-77.086991,Homicidio,2023-11-14 15:24:29.291+00,4
2595,-12.019942,-77.049487,Homicidio,2023-10-18 15:24:29.291+00,6
2596,-12.040027,-77.012086,Asalto,2023-10-09 15:24:29.291+00,4
2597,-12.015569,-77.061797,Robo,2024-01-05 15:24:29.291+00,1
2598,-12.052983,-77.029594,Homicidio,2024-02-08 15:24:29.291+00,2
2599,-12.010645,-77.038172,Robo,2024-07-30 15:24:29.291+00,4
2600,-12.073547,-77.030001,Asalto,2024-09-18 15:24:29.291+00,8
2601,-12.002546,-77.084897,Agresión Sexual,2024-08-01 15:24:29.291+00,6
